,image,caption,contest_number,rank,from_description,image_description,image_location,image_uncanny_description,explanation,questions
104,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=792x589 at 0x12B962EC0>,Well the show's called 'The Bachelor' for a reason!,416,bad,,,,,,
105,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=792x589 at 0x12B962EC0>,"I'm not feeling much love, but my arthritis is a lot better.",416,finalist,,,,,,
106,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=617x350 at 0x12B961AE0>,We voted against bored meetings.,451,bad,,,,,,
107,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=617x350 at 0x12B961AE0>,This little piggy owns the market.,451,finalist,,,,,,
108,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=589x484 at 0x12B9636D0>,This can only end in a draw.,399,winner,"scene: the wild west description: Two cowboys are on chess pieces in the middle of a desert. The cheese pieces resemble the Knight piece which looks like a horse. uncanny: Cowboys ride real horses and not chess pieces. entities: Chess, Cowboy. caption: This can only end in a draw.",Two cowboys are on chess pieces in the middle of a desert. The cheese pieces resemble the Knight piece which looks like a horse.,the wild west,Cowboys ride real horses and not chess pieces.,"A play on words: in the wild west, cowboys duel with guns, so to say an interaction can only end in a ""draw"" sounds like a threat of a duel, i.e., drawing guns. But here, they are riding chess pieces, and chess games often end in chess draws.",['Why are they not riding real horses?']
109,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=589x484 at 0x12B9636D0>,Ever feel like you're not in control?,399,bad,,,,,,
110,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x303 at 0x12B9607C0>,"When I said 'yes' to product placement, I never dreamed they'd send us dish soap.",122,bad,,,,,,
111,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x303 at 0x12B9607C0>,"Yeah, well, it got me through college and law school, and it'll get me through here, too.",122,winner,"scene: a courtroom description: Two men are in a courtroom. A judge is addressing a bailiff. uncanny: Nothing is out of place that I can see. entities: Dishwashing, Bailiff. caption: Yeah, well, it got me through college and law school, and it'll get me through here, too.",Two men are in a courtroom. A judge is addressing a bailiff.,a courtroom,Nothing is out of place that I can see.,"Being a judge is a well paying job that wouldn't require washing dishes as a supplement. However, the implication is that this judge needs to keep doing his school-time job as a dishwasher as a reliable, comforting, and unusual activity.",['What are they talking about?']
112,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=300x321 at 0x12B9607F0>,The invisible man picked up my tab.,314,finalist,,,,,,
113,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=300x321 at 0x12B9607F0>,This is the worst recession I've ever seen.,314,bad,,,,,,
114,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=627x620 at 0x12B9627A0>,Who'd have thought they'd get you for tax evasion.,517,finalist,,,,,,
115,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=627x620 at 0x12B9627A0>,"Don't worry, we've got a killer strategy.",517,bad,,,,,,
116,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x297 at 0x12B963C70>,So much for homeland security...,131,bad,,,,,,
117,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x297 at 0x12B963C70>,Every time I wash the car.,131,finalist,,,,,,
118,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=614x387 at 0x12B9632E0>,You two have a lot in common: 98% of your DNA and you're both in accounting.,370,finalist,,,,,,
119,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=614x387 at 0x12B9632E0>,"Frankly, it seems to me this is exactly what the Founding Fathers intended.",370,bad,,,,,,
120,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x258 at 0x12B960F40>,Leave it here. He always comes down for his lunch.,114,bad,,,,,,
121,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x258 at 0x12B960F40>,The regular lifeguard isn't seeing anybody today.,114,finalist,,,,,,
122,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x372 at 0x12B960670>,Just get your feet wet and see if this is something you want to do.,177,bad,,,,,,
123,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x372 at 0x12B960670>,It's sloppy work like that that gives the mob a bad name.,177,winner,"scene: an office room description: Three men have another man tied up in a room. His feet are in buckets. uncanny: Nothing is really out of place. entities: Cement_shoes, Kidnapping. caption: It's sloppy work like that that gives the mob a bad name.",Three men have another man tied up in a room. His feet are in buckets.,an office room,Nothing is really out of place.,"The reason why the mob has a bad name is because they commit crimes and extort local businesses. But here, the mob boss humorously claims that their poor reputation is due to their ""sloppy work"", which in this case, is a relatively benign aesthetic concern about using different sized buckets for the cement shoes they are using to kill this person.",['Is there concrete in the buckets?']
124,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x600 at 0x12B961A80>,You got yourself here. That's a good start.,536,finalist,,,,,,
125,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x600 at 0x12B961A80>,Do you know if your warranty covers Prozac?,536,bad,,,,,,
126,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=720x528 at 0x12B961BD0>,Meet my etch-a-sketch.,357,bad,,,,,,
127,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=720x528 at 0x12B961BD0>,He's not finished.,357,finalist,,,,,,
128,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x365 at 0x12B962500>,Margaritaville or bust.,210,finalist,,,,,,
129,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x365 at 0x12B962500>,Spare some plane fare?,210,bad,,,,,,
130,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=445x306 at 0x12B960FD0>,"Nice catch, son, now close the deal.",444,winner,"scene: lake description: A man and his boy are sitting in a boat on a lake. They're fishing, and the boy has caught a businessman. uncanny: The business man is acting like a fish. entities: Businessperson, Bait_(luring_substance). caption: Nice catch, son, now close the deal.","A man and his boy are sitting in a boat on a lake. They're fishing, and the boy has caught a businessman.",lake,The business man is acting like a fish.,"A play on the term ""catch"" --- usually, a ""nice catch"" in the context of fishing would be a literal big fish. But here, the father is congratulating the son on a big ""catch"" in the business sense, i.e., a valuable client that one is competing to attract the attention of --- going one step further, the child is encouraged to ""close the [business] deal"". It's funny in part because it takes a wholesome fishing trip and makes it into a more ruthless introduction to the business world for the child.",['Why is the business man in the water?']
131,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=445x306 at 0x12B960FD0>,No thanks. I already have boat insurance.,444,bad,,,,,,
132,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=667x629 at 0x12B960E50>,As a matter of fact I am feeling smaller.,438,bad,,,,,,
133,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=667x629 at 0x12B960E50>,"I've gotta go, the exterminator is here.",438,finalist,,,,,,
134,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x436 at 0x12B960CA0>,"You know this is a smoke-free zone, right?",524,bad,,,,,,
135,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x436 at 0x12B960CA0>,I'm sorry I said you had small hands.,524,finalist,,,,,,
136,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=707x478 at 0x12B9626E0>,We're skipping the rectal exam.,360,bad,,,,,,
137,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=707x478 at 0x12B9626E0>,Now I'm getting a signal.,360,finalist,,,,,,
138,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x675 at 0x12B962CB0>,"My apologies, but there will be no main course tonight.",374,bad,,,,,,
139,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x675 at 0x12B962CB0>,"Cholesterol, shlemesterol, André loved to say.",374,finalist,,,,,,
140,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x510 at 0x12B961B70>,What makes you think you were not our first choice?,550,winner,"scene: an office description: A man is talking to another man in an office. There are many chairs in a line in front of him. uncanny: There are a half dozen chairs between the man and his boss. entities: Queue_area, Chair. caption: What makes you think you were not our first choice?",A man is talking to another man in an office. There are many chairs in a line in front of him.,an office,There are a half dozen chairs between the man and his boss.,"Jobs sometimes make offers to top choice candidates before others. Here, the boss has literally lined up his preferences in chairs in front of his desk: the person at the back of the line is the only one remaining and has figured out that he was the last choice. This is a play on the feeling of not being wanted by an employer, and them not being forthcoming with the idea that others were preferable (but didn't join).",['Why are there so many chairs?']
141,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x510 at 0x12B961B70>,"Father, may I move three giant seats forward?",550,bad,,,,,,
142,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x289 at 0x12B963BB0>,"Look, the first thousand years are the toughest.",118,bad,,,,,,
143,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x289 at 0x12B963BB0>,I always figured hell would be less ironic.,118,finalist,,,,,,
144,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x497 at 0x12B961120>,I thought that this only happens to Japanese Women,332,bad,,,,,,
145,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x497 at 0x12B961120>,"Where am I going to get the 4,000,000 shrimp for the ransom?",332,finalist,,,,,,
146,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=791x597 at 0x12B961E70>,"Genetically modified? No, ma'am. Steroid supplements. This Tom was a big Yankee fan.",405,bad,,,,,,
147,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=791x597 at 0x12B961E70>,"It's a turduckant""....a turkey stuffed with a duck, stuffed with a young, tender elephant.",405,finalist,,,,,,
148,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=300x321 at 0x12B962A40>,Did anyone turn in a cape last night?,314,finalist,,,,,,
149,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=300x321 at 0x12B962A40>,Me? I am known as Tech Support.,314,bad,,,,,,
150,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x497 at 0x12B962290>,"But honey, I just ate.",332,finalist,,,,,,
151,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x497 at 0x12B962290>,Ishmael is on his way.,332,bad,,,,,,
152,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=667x629 at 0x12B963DF0>,It's out of the bag.,438,finalist,,,,,,
153,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=667x629 at 0x12B963DF0>,We got 14 million hits so far.,438,bad,,,,,,
154,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=707x478 at 0x12BF8E290>,"This week, on the West Wing.",360,bad,,,,,,
155,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=707x478 at 0x12BF8E290>,I am from Doctors Without Offices.,360,winner,"scene: the sidewalk description: A doctor is walking down a crowded street. He's listening to the heart of a man beside him with a stethoscope. uncanny: Doctors do that kind of thing in their office or a hospital. entities: Physician, Businessperson. caption: I am from Doctors Without Offices.",A doctor is walking down a crowded street. He's listening to the heart of a man beside him with a stethoscope.,the sidewalk,Doctors do that kind of thing in their office or a hospital.,"A play on the term ""Doctors Without Borders,"" which is a popular humanitarian organization that focuses on providing medical care around the world --- instead of being a doctor with that organization, this doctor is without an office because he is treating his patient walking on the street; so, he is from the silly but similar sounding ""Doctors Without Offices"".",['Why is the doctor this concerned?']
